year	month	day	34.5	190	1500	280	1000				
2015	6	24	0	0	0	0	0				
2015	6	25	0	0	0	0	0				
2015	6	26	0	0	0	0	0				
2015	6	27	0	0	0	0	0				
2015	6	28	0	0	0	0	0				
2015	6	29	0	0	0	0	0				
2015	6	30	0	0	0	0	0				
2015	7	1	0	0	0	0	0				
2015	7	2	0	0.5	0	0	0				
2015	7	3	0	0	0	0	0				
2015	7	4	0.5	1.5	4	1.5	0				
2015	7	5	0	0.5	1	0	0				
2015	7	6	0	0	0	0	0				
2015	7	7	0	0	0	0	0				
2015	7	8	0	0	0	0	0				
2015	7	9	0	0	0	0	0				
2015	7	10	0	0	0	0	0				
2015	7	11	0	0	0	0	0				
2015	7	12	0	0	0	0	0				
2015	7	13	0	0	0	0.5	0				
2015	7	14	0	3	0	0.5	0				
2015	7	15	0	0	0	0	0				
2015	7	16	0	0	0	0	0				
2015	7	17	0	0	0	0	0				
2015	7	18	5.5	2	2	1	0				
2015	7	19	6.5	0.5	0	0.5	0				
2015	7	20	19.5	24	27.5	23	18.5				
2015	7	21	0	0	0	0	0				
2015	7	22	0	0	0	0	0				
2015	7	23	0	0	0	0	0				
2015	7	24	0	0	0	0	0				
2015	7	25	0	0	0	0	0				
2015	7	26	0	0	0	0	0				
2015	7	27	0	0	0	0	0				
2015	7	28	0	0	0	0	0				
2015	7	29	0	0	0	0	0				
2015	7	30	0	0	0	0	0				
2015	7	31	0	0	0	0	0				
2015	8	1	0	0	0	0	0				
2015	8	2	0	0	0	0	0				
2015	8	3	0	0	0	0	0				
2015	8	4	0	0	0	0	0				
2015	8	5	0	0	0	0	0				
2015	8	6	0	0	0	0	0				
2015	8	7	0	0.5	0	0	0				
2015	8	8	0	0	0	0	0				
2015	8	9	6	11	0	0	0				
2015	8	10	0	11	11.5	2	10.5				
2015	8	11	0	0	0	0	0				
2015	8	12	0	0	0	0	0				
2015	8	13	0	0	0	0	0				
2015	8	14	0	0	0	0	0				
2015	8	15	0	0	0	0	0				
2015	8	16	0	0	0	0	0				
2015	8	17	0	0	0	0	0				
2015	8	18	0	0	0	0	0				
2015	8	19	0	0	0	0	0				
2015	8	20	0	0	0	0	0				
2015	8	21	0	0	0	0	0				
2015	8	22	0	0	0	0	0				
2015	8	23	0	0	0	0	0				
2015	8	24	0	0	0	0	0				
2015	8	25	1	0.5	6	14	8.5				
2015	8	26	0.5	0	0	0	0				
2015	8	27	0.5	0	6	18.5	0				
2015	8	28	0.5	0	0	1.5	1.5				
2015	8	29	0	0	0	0	0				
2015	8	30	0	0	0	0	0				
2015	8	31	0	0	0	0	0				
2015	9	1	0	0	3.5	1.5	3				
2015	9	2	1.5	1	3.5	2	0				
2015	9	3	0	0	0	0	0				
2015	9	4	0	0	0	0	0				
2015	9	5	0	0	0	0	0				
2015	9	6	0	0	0	0	0				
2015	9	7	0	0	0	0	0				
2015	9	8	0	0	0	0	0				
2015	9	9	0	0	0	0	0				
2015	9	10	0	0	0	0	0				
2015	9	11	0	0	0	0	0				
2015	9	12	0	0	0	2	0				
2015	9	13	0	0	0	0	0				
2015	9	14	0	0	0	0	0				
2015	9	15	0	0	0	0	0				
2015	9	16	15	1.5	0	2	0				
2015	9	17	19	4.5	13.5	21.5	11.5				
2015	9	18	0	0	2	3.5	2				
2015	9	19	0	0	0	0	0				
2015	9	20	0	0	0	0	0				
2015	9	21	0	0	0	0	0				
2015	9	22	0	0	0	0	0				
											
											
											
											
											
											
											
											
											
											
											
											
